类型,RemakeText,RemakeSpeaker,RemakeChar,RemakeScene,RemakeFunc,RemakeBlock,RemakeFuncType,Remake前驱,Remake后继,MatchType,MyVoiceId,MyCandidates,GtVoiceId,GtText,GtScene,GtFunc,GtBlock,Gt前驱,Gt后继
少匹配,フッ……その言葉を待っていたよ。,3,004,mp4010_05,EV_04_23_00,_entry,非TK,,,无候选,,,0040101526,フッ……その言葉を待っていたよ。,T4130,Function_8,Function_8_1FA6,,
少匹配,『不動のジン』がいたとはいえ、君たちの戦いぶりは実に見事だったよ。,100,033,mp4010_08,TK_CLUT,Loc_187,TK,Loc_185:cond_false,Loc_188:next,多候选,0330110495,0330110495|0330110485,0330110485,『不動のジン』がいたとはいえ、君たちの戦いぶりは実に見事だったよ。,T4133,Function_10,loc_1AA8,loc_1A0E:cond_true;loc_1A0E:cond_false,loc_1C39:cond_true;loc_1B40:cond_true;loc_1C36:jump;loc_1B40:cond_false
少匹配,クローゼから聞いたわ。大活躍だったんでしょ？,146,051,mp4010_08,TK_JIL,_entry,TK,,Loc_194:jump,多候选,0510140806,0510140806|0510140803,0510140803,クローゼから聞いたわ。大活躍だったんでしょ？,T4133,Function_7,loc_D19,Function_7_C97:cond_true;Function_7_C97:cond_false,loc_DE4:next
少匹配,モーニン、親愛なる諸君❤,3,004,mp4010_08,EV_04_25_01,_entry,非TK,,,无候选,,,0040110009,モーニン、親愛なる諸君❤,,,,,
少匹配,や～っと帰ってきやがったか。,122,027,mp4010_08,EV_04_35_00,_entry,非TK,,Loc_221:next,无候选,,,0270110452,や〜っと帰ってきやがったか。,T4132,Function_12,Function_12_1E23,,
少匹配,あんまり待たすんじゃねえっての。,122,027,mp4010_08,EV_04_35_00,_entry,非TK,,Loc_221:next,无候选,,,0270110453,あんまり待たすんじゃねえっての。,T4132,Function_12,Function_12_1E23,,
少匹配,なあに、自分たちは君たちのファンだからな。,20851,,mp4010_08,EV_04_45_01,Loc_226,非TK,Loc_225:next,Loc_227:next,无候选,,,2490111159,なあに、自分たちは君たちのファンだからな。,T4133,Function_21,Function_21_293F,,
少匹配,同じ王国軍なのにこういう事を言うのも何だが……,20850,,mp4010_08,EV_04_45_01,Loc_226,非TK,Loc_225:next,Loc_227:next,无候选,,,4190111160,同じ王国軍なのにこういう事を言うのも何だが……,T4133,Function_21,Function_21_293F,,
少匹配,あの特務部隊の連中はいまいち好きになれなくてね。,20850,,mp4010_08,EV_04_45_01,Loc_226,非TK,Loc_225:next,Loc_227:next,无候选,,,4190111161,あの特務部隊の連中はいまいち好きになれなくてね。,T4133,Function_21,Function_21_293F,,
少匹配,そうそう、何を考えているのかさっぱり分からないというか……,20851,,mp4010_08,EV_04_45_01,Loc_226,非TK,Loc_225:next,Loc_227:next,无候选,,,2490111162,そうそう、何を考えているのかさっぱり分からないというか……,T4133,Function_21,Function_21_293F,,
少匹配,とと、こんな事を言ったらリシャール大佐に失礼だな。,20851,,mp4010_08,EV_04_45_01,Loc_226,非TK,Loc_225:next,Loc_227:next,无候选,,,2490111163,とと、こんな事を言ったらリシャール大佐に失礼だな。,T4133,Function_21,Function_21_293F,,
少匹配,まあ、そんなわけで君たちの活躍には期待してるよ。,20850,,mp4010_08,EV_04_45_01,Loc_226,非TK,Loc_225:next,Loc_227:next,无候选,,,4190111164,まあ、そんなわけで君たちの活躍には期待してるよ。,T4133,Function_21,Function_21_293F,,
少匹配,明日の試合、頑張ってくれよな！,20851,,mp4010_08,EV_04_45_01,Loc_226,非TK,Loc_225:next,Loc_227:next,无候选,,,2490111165,明日の試合、頑張ってくれよな！,T4133,Function_21,Function_21_293F,,
少匹配,吽！,7,008,mp4010_08,EV_04_79_00,_entry,非TK,,,无候选,,,0080130176,吽（うん）！,T4132,Function_16,Function_16_35E1,,loc_4B66:cond_true;loc_4B66:cond_false
少匹配,まったく人騒がせな……,20850,,mp4010_08,SB_04_01_01,Loc_203,非TK,,Loc_204:cond_false;Loc_205:jump,无候选,,,4190111270,まったく人騒がせな……,T4133,Function_24,loc_4A5E,Function_24_4954:jump;loc_4A0D:jump;loc_4A22:jump;loc_4A37:jump;loc_4A4C:cond_true;loc_4A4C:cond_false,loc_55AB:jump
少匹配,テロ対策のため夜間の外出は遠慮してくれ。,20850,,mp4010_08,SB_04_01_01,Loc_203,非TK,,Loc_204:cond_false;Loc_205:jump,无候选,,,2490111271,テロ対策のため夜間の外出は遠慮してくれ。,T4133,Function_24,loc_4A5E,Function_24_4954:jump;loc_4A0D:jump;loc_4A22:jump;loc_4A37:jump;loc_4A4C:cond_true;loc_4A4C:cond_false,loc_55AB:jump
少匹配,同じ控室ってことはあたしたちの対戦はお預けってことだね。,102,032,mp4010_12,TK_KARNA,Loc_269,TK,Loc_265:cond_false,Loc_268:cond_false;Loc_270:cond_false;Loc_271:jump,多候选,0320110161,0320110161|0320110155,0320110155,同じ控室ってことはあたしたちの対戦はお預けってことだね。,T4136,Function_11,loc_192B,loc_18E6:cond_true;loc_18E6:cond_false,loc_19B2:next
少匹配,いや……さっきから眩暈がしてね。,100,033,mp4010_12,TK_CLUT,_entry,TK,,Loc_274:cond_false;Loc_274:next,无候选,,,0330111603,いや……さっきから眩暈（めまい）がしてね。,T4107,Function_49,Function_49_26B4,,loc_2D38:cond_true;loc_2D82:jump;loc_2D38:cond_false
少匹配,あいつら、俺に一体何をしやがったってんだ……,104,030,mp4010_12,TK_DORUN,_entry,TK,,Loc_287:jump,多候选,0300110783,0300110783|0300110781,0300110781,あいつら、俺に一体何をしやがったってんだ……,T4136,Function_19,Function_19_245D,,
少匹配,まあ、いずれにしてもあの汚い連中に一泡吹かせないとハラの虫がおさまらないぜ。,104,030,mp4010_12,TK_DORUN,_entry,TK,,Loc_287:jump,多候选,0300110784,0300110784|0300110782,0300110782,まあ、いずれにしてもあの汚い連中に一泡吹かせないとハラの虫がおさまらないぜ。,T4136,Function_19,Function_19_245D,,
少匹配,もともとお前さんたちとやり合うハメになったのも情報部の仕業だったわけだしな。,105,029,mp4010_12,TK_KEER,_entry,TK,,Loc_291:jump,多候选,0290110789,0290110789|0290110786,0290110786,もともとお前さんたちとやり合うハメになったのも情報部の仕業だったわけだしな。,T4136,Function_19,Function_19_245D,,
少匹配,資料館の館長さんが急な用事で見物に来れなくなってしまいまして。,116,015,mp4010_12,TK_WEISMAN,Loc_327,TK,Loc_325:jump;Loc_326:next,Loc_328:cond_false;Loc_329:jump,无候选,,,0150111573,資料館の館長さんが急な用事で見物に来られなくなってしまいまして。,T4107,Function_45,Function_45_15EB,,loc_1939:cond_true;loc_19A8:jump;loc_1939:cond_false
少匹配,お待たせしました。これより第７試合を始めます。,20700,,mp4010_12,EV_04_15_00,Loc_383,非TK,Loc_381:jump;Loc_382:next,,无候选,,,2200100902,お待たせしました。これより第７試合を始めます。,T4104,Function_2,loc_1873,loc_17CA:jump;loc_1859:next,
少匹配,北、紅の組。,14,,mp4010_12,EV_04_16_00,Loc_388,非TK,Loc_390:cond_false;Loc_389:jump,Loc_394:next,无候选,,,2200100910,北、紅の組。,T4104,Function_2,loc_1873,loc_17CA:jump;loc_1859:next,
少匹配,あっ、エステルちゃんたちだ！,101,012,mp4010_12,EV_04_17_00,_entry,非TK,,,无候选,,,0280130254,ああ、エステルちゃんたちだ！,T4130,Function_11,Function_11_6FE7,,loc_74BB:cond_true;loc_753B:jump;loc_74BB:cond_false
少匹配,ああん、女神様！大いなる加護を感謝いたします～！,0,001,mp4010_12,EV_04_17_00,_entry,非TK,,,无候选,,,0010101053,ああん、女神（エイドス）様！大いなる加護を感謝いたします〜！,T4136,Function_21,Function_21_3995,,
少匹配,ヘッ……ずいぶん余裕そうじゃねえか。,137,045,mp4010_12,EV_04_28_00,_entry,非TK,,Loc_743:next,无候选,,,0450110071,ヘッ……ずいぶん余裕そうじゃねえか。,T4136,Function_21,Function_21_3995,,
少匹配,試合の前にメシでも食うべ。,138,047,mp4010_12,EV_04_28_00,Loc_745,非TK,Loc_744:next,Loc_746:next,无候选,,,0470110112,試合の前にメシでも喰うべ。,T4136,Function_25,Function_25_4F5E,,
少匹配,それでは早速、栄えある第一試合のカードを発表することにしましょう。,21000,220,mp4010_12,EV_04_29_00,_entry,非TK,,,无候选,,,2200110182,それでは早速、栄（は）えある第一試合のカードを発表することにしましょう。,T4104,Function_4,Function_4_46A1,,
少匹配,勝負あり！紅の組、ロランスチームの勝ち！,12042,221,mp4010_12,EV_04_32_01,_entry,非TK,,Loc_757:next,无候选,,,2210110307,勝負あり！紅の組、ロランスチームの勝ち！,T4104,Function_12,Function_12_76F4,,
少匹配,あ～、エステルちゃんたちだ！,123,028,mp4010_12,EV_04_38_00,Loc_768,非TK,Loc_767:next,Loc_620:cond_false;Loc_621:jump,无候选,,,0280110635,あ〜、エステルちゃんたちだ！,T4136,Function_33,Function_33_82C5,,
少匹配,あ、ドロシーじゃない！,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110636,あ、ドロシーじゃない！,T4136,Function_33,Function_33_82C5,,
少匹配,お久しぶり……っていう程でもないですね。,1,002,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0020110637,お久しぶり……っていう程でもないですね。,T4136,Function_33,Function_33_82C5,,
少匹配,ツァイスで会って以来ですから。,1,002,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0020110638,ツァイスで会って以来ですから。,T4136,Function_33,Function_33_82C5,,
少匹配,ホントにそうだね～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110639,ホントにそうだね〜。,T4136,Function_33,Function_33_82C5,,
少匹配,また生きて会えるなんて夢にも思ってなかったよ～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110640,また生きて会えるなんて夢にも思ってなかったよ〜。,T4136,Function_33,Function_33_82C5,,
少匹配,エステルちゃんたち、工房船に乗って危ない所に行こうとしてたみたいだし～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110641,エステルちゃんたち、工房船に乗って危ない所に行こうとしてたみたいだし〜。,T4136,Function_33,Function_33_82C5,,
少匹配,危ない所……？,7,008,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0080110642,危ない所……？,T4136,Function_33,Function_33_82C5,,
少匹配,ほほう、興味深い話だねぇ。,3,004,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0040110643,ほほう、興味深い話だねぇ。,T4136,Function_33,Function_33_82C5,,
少匹配,あわわ、ドロシー！その話はまた後ってことで。,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110644,あわわ、ドロシー！その話はまた後ってことで。,T4136,Function_33,Function_33_82C5,,
少匹配,ほえ……？,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110645,ほえ……？,T4136,Function_35,Function_35_919B,,
少匹配,そういえば、そこの人たちどこかで見たことがあるような～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110646,そういえば、そこの人たちどこかで見たことがあるような〜。,T4136,Function_35,Function_35_919B,,
少匹配,フッ、一度ボースの街でお目にかかったことがあるね。,3,004,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0040110647,フッ、一度ボースの街でお目にかかったことがあるね。,T4136,Function_35,Function_35_919B,,
少匹配,また会えて嬉しいよ。ユニークでチャーミングなお嬢さん。,3,004,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0040110648,また会えて嬉しいよ。ユニークでチャーミングなお嬢さん。,T4136,Function_35,Function_35_919B,,
少匹配,俺の方とは、温泉の近くで一度すれ違ったことがあったな。,7,008,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0080110649,俺の方とは、温泉の近くで一度すれ違ったことがあったな。,T4136,Function_35,Function_35_919B,,
少匹配,ああ～、思いだしましたぁ！,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110650,ああ〜、思いだしましたぁ！,T4136,Function_35,Function_35_919B,,
少匹配,ワイン飲み逃げ事件の犯人さんと東方風のカッコした熊さんです！,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110651,ワイン飲み逃げ事件の犯人さんと東方風のカッコした熊さんです！,T4136,Function_35,Function_35_919B,,
少匹配,エステルちゃんたち、この人たちと武術大会で一緒に戦ってるの～？,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110652,エステルちゃんたち、この人たちと武術大会で一緒に戦ってるの〜？,T4136,Function_35,Function_35_919B,,
少匹配,こちらのジンさんにお願いして本戦から参加しているんです。,1,002,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0020110654,こちらのジンさんにお願いして本戦から参加しているんです。,T4136,Function_35,Function_35_919B,,
少匹配,そういえば、ドロシーさん。今日は取材に来たんですか？,1,002,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0020110655,そういえば、ドロシーさん。今日は取材に来たんですか？,T4136,Function_35,Function_35_919B,,
少匹配,うん～、昨日までは別の取材をしてたんだけどね～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110656,うん〜、昨日までは別の取材をしてたんだけどね〜。,T4136,Function_35,Function_35_919B,,
少匹配,今朝、ナイアル先輩に会ってエステルちゃんたちが武術大会に出てることを教えてもらって～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110657,今朝、ナイアル先輩に会ってエステルちゃんたちが武術大会に出てることを教えてもらって〜。,T4136,Function_35,Function_35_919B,,
少匹配,でも、先輩が言ってた通りかなり強そうなチームみたいね～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110658,でも、先輩が言ってた通りかなり強そうなチームみたいね〜。,T4136,Function_35,Function_35_919B,,
少匹配,これは良い写真が撮れそうかも～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110659,これは良い写真が撮れそうかも〜。,T4136,Function_35,Function_35_919B,,
少匹配,あはは、期待してるわ。,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110660,あはは、期待してるわ。,T4136,Function_35,Function_35_919B,,
少匹配,あれ……そういえばナイアルは一緒じゃないの？,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110661,あれ……そういえばナイアルは一緒じゃないの？,T4136,Function_35,Function_35_919B,,
少匹配,うん、なんだか大事な調べ物があるみたいでね～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110662,うん、なんだか大事な調べ物があるみたいでね〜。,T4136,Function_35,Function_35_919B,,
少匹配,昨日は徹夜で資料と格闘してたみたいだし～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110663,昨日は徹夜で資料と格闘してたみたいだし〜。,T4136,Function_35,Function_35_919B,,
少匹配,今日は、昔の知り合いと会って話をするんだって～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110664,今日は、昔の知り合いと会って話をするんだって〜。,T4136,Function_35,Function_35_919B,,
少匹配,あ、そうそう、先輩から、エステルちゃんたちに伝言があるの～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110666,あ、そうそう、先輩から、エステルちゃんたちに伝言があるの〜。,T4136,Function_35,Function_35_919B,,
少匹配,今日の夕方くらいに編集部に来て欲しいんだって～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110667,今日の夕方くらいに編集部に来て欲しいんだって〜。,T4136,Function_35,Function_35_919B,,
少匹配,なんか、大切な話があるみたいよ～？,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110668,なんか、大切な話があるみたいよ〜？,T4136,Function_35,Function_35_919B,,
少匹配,ん……わかった。,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110669,ん……わかった。,T4136,Function_35,Function_35_919B,,
少匹配,試合が終わったら伺います。,1,002,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0020110670,試合が終わったら伺います。,T4136,Function_35,Function_35_919B,,
少匹配,大切な話……なんだかお安くないねえ。,3,004,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0040110671,大切な話……なんだかお安くないねえ。,T4136,Function_35,Function_35_919B,,
少匹配,気になるなあ。ゴロゴロ、うにゃああん。,3,004,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0040110672,気になるなあ。ゴロゴロ、うにゃああん。,T4136,Function_35,Function_35_919B,,
少匹配,ちょ、ちょっとダメだってば。オリビエには関係ない話なんだから。,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110673,ちょ、ちょっとダメだってば。オリビエには関係ない話なんだから。,T4136,Function_35,Function_35_919B,,
少匹配,ひどいわっ、エステル君！,3,004,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0040110674,ひどいわっ、エステル君！,T4136,Function_35,Function_35_919B,,
少匹配,昨日はあんなに激しく（試合で）燃えたのに！,3,004,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0040110675,昨日はあんなに激しく（試合で）燃えたのに！,T4136,Function_35,Function_35_919B,,
少匹配,必要がなくなったらゴミのように捨てるのね～っ！,3,004,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0040110676,必要がなくなったらゴミのように捨てるのね〜っ！,T4136,Function_35,Function_35_919B,,
少匹配,だ～から、誤解を招く言い方はやめい！,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110677,だ〜から、誤解を招く言い方はやめい！,T4136,Function_35,Function_35_919B,,
少匹配,はわわ～、エステルちゃん。いつのまにそんなオトナに～？,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110678,はわわ〜、エステルちゃん。いつのまにそんなオトナに〜？,T4136,Function_35,Function_35_919B,,
少匹配,あんたも信じるなっちゅーの！,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110679,あんたも信じるなっちゅーの！,T4136,Function_35,Function_35_919B,,
少匹配,あ、それじゃあわたし、撮影ポジションを確保するから観客席の方に行くね～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110680,あ、それじゃあわたし、撮影ポジションを確保するから観客席の方に行くね〜。,T4136,Function_35,Function_35_919B,,
少匹配,エステルちゃんたちのこと、応援しまくるから頑張ってね～。,123,028,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0280110681,エステルちゃんたちのこと、応援しまくるから頑張ってね〜。,T4136,Function_35,Function_35_919B,,
少匹配,なんというか……ユニークな嬢ちゃんだなぁ。,7,008,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0080110682,なんというか……ユニークな嬢ちゃんだなぁ。,T4136,Function_35,Function_35_919B,,
少匹配,はふ～っ……,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110683,はふ〜っ……,T4136,Function_35,Function_35_919B,,
少匹配,オリビエとドロシーが揃うと２乗で疲れるような気がするわ……,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110684,オリビエとドロシーが揃うと２乗で疲れるような気がするわ……,T4136,Function_35,Function_35_919B,,
少匹配,ハッハッハッ、試合前の緊張がほぐれたということで。,3,004,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0040110685,ハッハッハッ、試合前の緊張がほぐれたということで。,T4136,Function_35,Function_35_919B,,
少匹配,ドロシーさんは、カメラマンとしてかなりの腕の持ち主みたいですよ。,1,002,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0020110686,ドロシーさんは、カメラマンとしてかなりの腕の持ち主みたいですよ。,T4136,Function_35,Function_35_919B,,
少匹配,最近の《リベール通信》の写真は彼女が撮った物ばかりだそうですから。,1,002,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0020110687,最近の《リベール通信》の写真は彼女が撮った物ばかりだそうですから。,T4136,Function_35,Function_35_919B,,
少匹配,ほう、そりゃ凄いな。,7,008,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0080110688,ほう、そりゃ凄いな。,T4136,Function_35,Function_35_919B,,
少匹配,だったら、そのカメラの前でブザマな戦いは見せられねぇな。,7,008,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0080110689,だったら、そのカメラの前でブザマな戦いは見せられねぇな。,T4136,Function_35,Function_35_919B,,
少匹配,うん……確かに。,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110690,うん……確かに。,T4136,Function_35,Function_35_919B,,
少匹配,誰と当たるかは判らないけど気合いを入れるしかないわねっ！,0,001,mp4010_12,EV_04_38_00,Loc_623,非TK,Loc_621:jump;Loc_622:next,,无候选,,,0010110691,誰と当たるかは判らないけど気合いを入れるしかないわねっ！,T4136,Function_35,Function_35_919B,,
少匹配,ほら、キリキリ歩かないか！,20850,,mp4010_12,EV_04_39_00,_entry,非TK,,Loc_769:next,无候选,,,2580110696,ほら、キリキリ歩かないか！,T4136,Function_35,Function_35_919B,,
少匹配,ったく、うるせえな。そんなに急かすんじゃねえよ。,104,030,mp4010_12,EV_04_39_00,Loc_774,非TK,Loc_773:next,Loc_775:next,无候选,,,0300110697,ったく、うるせえな。そんなに急かすんじゃねえよ。,T4136,Function_35,Function_35_919B,,
少匹配,ああ……どうしてこんな事になったんだろーな。,105,029,mp4010_12,EV_04_39_00,Loc_774,非TK,Loc_773:next,Loc_775:next,无候选,,,0290110698,ああ……どうしてこんな事になったんだろーな。,T4136,Function_35,Function_35_919B,,
少匹配,兄ぃ、気合いを入れなよ！,106,009,mp4010_12,EV_04_39_00,Loc_774,非TK,Loc_773:next,Loc_775:next,无候选,,,0090110699,兄ぃ、気合いを入れなよ！,T4136,Function_35,Function_35_919B,,
少匹配,あいつらと当たった時にそんなことでどうすんのさ！,106,009,mp4010_12,EV_04_39_00,Loc_774,非TK,Loc_773:next,Loc_775:next,无候选,,,0090110700,あいつらと当たった時にそんなことでどうすんのさ！,T4136,Function_35,Function_35_919B,,
少匹配,コラ！無駄口を叩くんじゃない！,20850,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2580110709,コラ！無駄口を叩くんじゃない！,T4136,Function_35,Function_35_919B,,
少匹配,公爵閣下の温情があって参加していることを忘れたか？,20851,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2570110710,公爵閣下の温情があって参加していることを忘れたか？,T4136,Function_35,Function_35_919B,,
少匹配,願わくば、また牢に戻るまでその態度を通して欲しいものだな。,20850,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2580110713,願わくば、また牢に戻るまでその態度を通して欲しいものだな。,T4136,Function_35,Function_35_919B,,
少匹配,あんたたちも、こいつらとはなるべく口を利かないでほしい。,20850,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2580110714,あんたたちも、こいつらとはなるべく口を利かないでほしい。,T4136,Function_35,Function_35_919B,,
少匹配,面倒を起こしてもらっては困るのだ。,20850,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2580110715,面倒を起こしてもらっては困るのだ。,T4136,Function_35,Function_35_919B,,
少匹配,判ってると思うが、競技場には一個中隊の兵が警備についている。,20851,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2570110717,判ってると思うが、競技場には一個中隊の兵が警備についている。,T4136,Function_35,Function_35_919B,,
少匹配,逃げられると思うんじゃないぞ。,20851,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2570110718,逃げられると思うんじゃないぞ。,T4136,Function_35,Function_35_919B,,
少匹配,このっ……,20850,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2580110721,このっ……,T4136,Function_35,Function_35_919B,,
少匹配,ガキの挑発に乗るなよ。,20851,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2570110722,ガキの挑発に乗るなよ。,T4136,Function_35,Function_35_919B,,
少匹配,いいな、くれぐれもおかしな事を考えるんじゃないぞ。,20851,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2570110723,いいな、くれぐれもおかしな事を考えるんじゃないぞ。,T4136,Function_35,Function_35_919B,,
少匹配,これより武術大会、本戦２日目を始めます！,20700,,mp4010_12,EV_04_39_00,Loc_778,非TK,Loc_777:next,Loc_630:next,无候选,,,2200110765,これより武術大会、本戦２日目を始めます！,T4136,Function_37,Function_37_AA3D,,
少匹配,早速ですが、本日最初の第５試合のカードを発表します。,20700,,mp4010_12,EV_04_39_00,Loc_649,非TK,Loc_651:cond_false;Loc_653:jump,,无候选,,,2200110766,早速ですが、本日最初の第５試合のカードを発表します。,T4136,Function_37,Function_37_AA3D,,
少匹配,北、紅の組──遊撃士協会、グランセル支部。クルツ選手以下４名のチーム！,20700,,mp4010_12,EV_04_39_00,Loc_649,非TK,Loc_651:cond_false;Loc_653:jump,,无候选,,,2200110768,北、紅の組──遊撃士協会、グランセル支部。クルツ選手以下４名のチーム！,T4136,Function_38,Function_38_B175,,
少匹配,ずいぶんとまあ、囀ってくれるじゃないの……,105,029,mp4010_12,EV_04_41_00,_entry,非TK,,,无候选,,,0290110870,ずいぶんとまあ、囀（さえず）ってくれるじゃないの……,T4104,Function_12,Function_12_76F4,,
少匹配,フン……やっと終わってくれたようだな。,20850,,mp4010_12,EV_04_41_01,Loc_786,非TK,Loc_785:next,Loc_787:next,无候选,,,2580110904,フン……やっと終わってくれたようだな。,T4136,Function_39,Function_39_C1E1,,
